doc_id,url,title,description,pagerank
536,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/,αKlotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading - PMC,"Alpha(α)Klotho, a soluble transmembrane protein, facilitates calcium-phosphorus homeostasis through feedback between bone and kidney and is a potential systemic biomarker for bone-kidney health during spaceflight. We determined if: (1) plasma ...",9e-06
537,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/,Spatial regulation of a common precursor from two distinct genes generates metabolite diversity - PMC,We have demonstrated that spatial regulation of the same product from two distinct genes generates metabolite diversity.,9e-06
538,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes - PMC","With the advent of long-term human habitation in space and on the moon, understanding how the built environment microbiome of space habitats differs from Earth habitats, and how microbes survive, proliferate and spread in space conditions, is ...",9e-06
539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/,Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents - PMC,Reduced knee weight-bearing from prescription or sedentary lifestyles are associated with cartilage degradation; effects on the meniscus are unclear. Rodents exposed to spaceflight or hind limb unloading (HLU) represent unique opportunities to ...,9e-06
540,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/,Prolonged Exposure to Particulate Chromate Inhibits RAD51 Nuclear Import Mediator Proteins - PMC,Particulate hexavalent chromium (Cr(VI)) is a human lung carcinogen and a human health concern. The induction of structural chromosome instability is considered to be a driving mechanism of Cr(VI)-induced carcinogenesis. Homologous recombination ...,9e-06
541,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/,Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading - PMC,"Kwok, A. T., Moore, J. E., Rosas, S., Kerr, B. A., Andrews, R. N., Nguyen, C. M., Lee, J., Furdui, C. M., Collins, B. E., Munley, M. T. and Willey, J. S. Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation ...",9e-06
542,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/,Interplay of space radiation and microgravity in DNA damage and DNA damage response - PMC,"In space, multiple unique environmental factors, particularly microgravity and space radiation, pose constant threat to the DNA integrity of living organisms. Specifically, space radiation can cause damage to DNA directly, through the interaction of ...",9e-06
543,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/,Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012–2018) - PMC,"This review covers advances made in genome mining SMs produced by Aspergillus nidulans, Aspergillus fumigatus, Aspergillus niger, and Aspergillus terreus in the past six years (2012–2018). Genetic identification and molecular characterization of SM ...",9e-06
544,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/,THE INDIVIDUAL AND COMBINED EFFECTS OF SPACEFLIGHT RADIATION AND MICROGRAVITY ON BIOLOGIC SYSTEMS AND FUNCTIONAL OUTCOMES - PMC,Both microgravity and radiation exposure in the spaceflight environment have been identified as hazards to astronaut health and performance. Substantial study has been focused on understanding the biology and risks associated with prolonged exposure ...,9e-06
545,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4116675/,Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism - PMC,"In P. aeruginosa, alginate overproduction, also known as mucoidy, is negatively regulated by the transmembrane protein MucA, which sequesters the alternative sigma factor AlgU. MucA is degraded via a proteolysis pathway that frees AlgU from ...",9e-06
546,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/,Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts’ Health - PMC,Space exploration and extraterrestrial civilization have fascinated humankind since the earliest days of human history. It was only in the last century that humankind finally began taking significant steps towards these goals by sending astronauts ...,9e-06
547,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/,Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana - PMC,"Tissue preservation is a minimal requirement for the success of plant RNA and protein expression studies. The standard of snap-freezing in liquid nitrogen is not always practical or possible. RNAlater, a concentrated solution of ammonium and cesium ...",9e-06
548,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810432/,Burn Injury-Associated MHCII+ Immune Cell Accumulation Around Lymphatic Vessels of the Mesentery and Increased Lymphatic Endothelial Permeability Are Blocked by Doxycycline Treatment - PMC,"It is theorized that toxic agents are transported from the hyperpermeable gut of burn victims through the lymph, to the systemic circulation, causing global injury. We believe that immune cells respond to leakage of “toxic lymph” following trauma ...",9e-06
549,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/,Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses - PMC,"Understanding of gravity sensing and response is critical to long-term human habitation in space and can provide new advantages for terrestrial agriculture. To this end, the altered gene expression profile induced by microgravity has been repeatedly ...",9e-06
550,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/,"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells - PMC","The implementation of rotating-wall vessels (RWVs) for studying the effect of lack of gravity has attracted attention, especially in the fields of stem cells, tissue regeneration, and cancer research. Immune cells incubated in RWVs exhibit several ...",9e-06
551,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/,"Transcriptomics, NF-κB Pathway, and Their Potential Spaceflight-Related Health Consequences - PMC","In space, living organisms are exposed to multiple stress factors including microgravity and space radiation. For humans, these harmful environmental factors have been known to cause negative health impacts such as bone loss and immune dysfunction. ...",9e-06
552,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10793275/,"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane - PMC","Sphingomonadaceae are common membrane colonizers and biofilm formers. As part of our studies on long-term genetic changes in drinking water biofilm species, we report the draft genome sequence of Sphingomonas strain Sph5, isolated from a tap water ...",9e-06
553,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10261121/,Future space experiment platforms for astrobiology and astrochemistry research - PMC,Space experiments are a technically challenging but a scientifically important part of astrobiology and astrochemistry research. The International Space Station (ISS) is an excellent example of a highly successful and long-lasting research platform ...,9e-06
554,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/,Microbial applications for sustainable space exploration beyond low Earth orbit - PMC,"With the construction of the International Space Station, humans have been continuously living and working in space for 22 years. Microbial studies in space and other extreme environments on Earth have shown the ability for bacteria and fungi to ...",9e-06
555,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,The smallest space miners: principles of space biomining - PMC,"As we aim to expand human presence in space, we need to find viable approaches to achieve independence from terrestrial resources. Space biomining of the Moon, Mars and asteroids has been indicated as one of the promising approaches to achieve ...",9e-06
556,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/,Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology - PMC,Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology - PMC Skip to main content An official website of the ...,9e-06
557,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9502502/,"Simulated Micro-, Lunar, and Martian Gravities on Earth—Effects on Escherichia coli Growth, Phenotype, and Sensitivity to Antibiotics - PMC","Bacterial behavior has been studied under microgravity conditions, but very little is known about it under lunar and Martian gravitational regimes. An Earth-based approach was designed and implemented using inclined clinostats and an ...",9e-06
